condition,cell_id,mitochondria_id,image_category_type,file_name,file_path
shOPA1,2,36,tubular_cristae_mask,images_shOPA1_cell_002_0036_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0036_tubular_cristae_imgs.tiff
shOPA1,1,81,lamellar_cristae_mask,images_shOPA1_cell_001_0081_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0081_lamellar_cristae_imgs.tiff
shOPA1,1,12,lamellar_cristae_mask,images_shOPA1_cell_001_0012_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0012_lamellar_cristae_imgs.tiff
shOPA1,5,36,tubular_cristae_mask,images_shOPA1_cell_005_0036_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0036_tubular_cristae_imgs.tiff
shOPA1,1,67,mitochondria_mask,images_shOPA1_cell_001_0067_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0067_mito_imgs.tiff
shCtrl,5,5,mitochondria_mask,images_shCtrl_cell_005_0005_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_005_0005_mito_imgs.tiff
shCtrl,1,12,lamellar_cristae_mask,images_shCtrl_cell_001_0012_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0012_lamellar_cristae_imgs.tiff
shCtrl,1,1,original_EM_image,images_shCtrl_cell_001_0001_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0001_ori_imgs.tiff
shOPA1,2,50,lamellar_cristae_mask,images_shOPA1_cell_002_0050_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0050_lamellar_cristae_imgs.tiff
shOPA1,2,21,tubular_cristae_mask,images_shOPA1_cell_002_0021_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0021_tubular_cristae_imgs.tiff
shOPA1,5,48,original_EM_image,images_shOPA1_cell_005_0048_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0048_ori_imgs.tiff
shCtrl,4,12,tubular_cristae_mask,images_shCtrl_cell_004_0012_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0012_tubular_cristae_imgs.tiff
shOPA1,1,83,original_EM_image,images_shOPA1_cell_001_0083_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0083_ori_imgs.tiff
shCtrl,4,57,tubular_cristae_mask,images_shCtrl_cell_004_0057_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0057_tubular_cristae_imgs.tiff
shOPA1,3,12,tubular_cristae_mask,images_shOPA1_cell_003_0012_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0012_tubular_cristae_imgs.tiff
shOPA1,1,117,original_EM_image,images_shOPA1_cell_001_0117_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0117_ori_imgs.tiff
shOPA1,5,35,original_EM_image,images_shOPA1_cell_005_0035_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0035_ori_imgs.tiff
shOPA1,2,24,mitochondria_mask,images_shOPA1_cell_002_0024_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0024_mito_imgs.tiff
shOPA1,2,100,original_EM_image,images_shOPA1_cell_002_0100_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0100_ori_imgs.tiff
shOPA1,1,95,lamellar_cristae_mask,images_shOPA1_cell_001_0095_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0095_lamellar_cristae_imgs.tiff
shOPA1,2,18,mitochondria_mask,images_shOPA1_cell_002_0018_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0018_mito_imgs.tiff
shCtrl,2,10,tubular_cristae_mask,images_shCtrl_cell_002_0010_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_002_0010_tubular_cristae_imgs.tiff
shCtrl,3,18,original_EM_image,images_shCtrl_cell_003_0018_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0018_ori_imgs.tiff
shOPA1,1,116,original_EM_image,images_shOPA1_cell_001_0116_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0116_ori_imgs.tiff
shCtrl,5,13,lamellar_cristae_mask,images_shCtrl_cell_005_0013_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_005_0013_lamellar_cristae_imgs.tiff
shOPA1,1,47,original_EM_image,images_shOPA1_cell_001_0047_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0047_ori_imgs.tiff
shOPA1,1,140,lamellar_cristae_mask,images_shOPA1_cell_001_0140_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0140_lamellar_cristae_imgs.tiff
shOPA1,2,49,mitochondria_mask,images_shOPA1_cell_002_0049_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0049_mito_imgs.tiff
shOPA1,2,75,lamellar_cristae_mask,images_shOPA1_cell_002_0075_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0075_lamellar_cristae_imgs.tiff
shCtrl,2,10,lamellar_cristae_mask,images_shCtrl_cell_002_0010_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_002_0010_lamellar_cristae_imgs.tiff
shCtrl,1,6,original_EM_image,images_shCtrl_cell_001_0006_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0006_ori_imgs.tiff
shOPA1,2,73,lamellar_cristae_mask,images_shOPA1_cell_002_0073_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0073_lamellar_cristae_imgs.tiff
shOPA1,1,46,tubular_cristae_mask,images_shOPA1_cell_001_0046_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0046_tubular_cristae_imgs.tiff
shOPA1,1,104,original_EM_image,images_shOPA1_cell_001_0104_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0104_ori_imgs.tiff
shOPA1,2,67,original_EM_image,images_shOPA1_cell_002_0067_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0067_ori_imgs.tiff
shOPA1,1,33,lamellar_cristae_mask,images_shOPA1_cell_001_0033_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0033_lamellar_cristae_imgs.tiff
shOPA1,2,61,original_EM_image,images_shOPA1_cell_002_0061_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0061_ori_imgs.tiff
shOPA1,1,39,mitochondria_mask,images_shOPA1_cell_001_0039_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0039_mito_imgs.tiff
shCtrl,1,7,tubular_cristae_mask,images_shCtrl_cell_001_0007_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0007_tubular_cristae_imgs.tiff
shOPA1,5,8,original_EM_image,images_shOPA1_cell_005_0008_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0008_ori_imgs.tiff
shOPA1,1,128,lamellar_cristae_mask,images_shOPA1_cell_001_0128_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0128_lamellar_cristae_imgs.tiff
shOPA1,1,120,original_EM_image,images_shOPA1_cell_001_0120_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0120_ori_imgs.tiff
shOPA1,1,77,lamellar_cristae_mask,images_shOPA1_cell_001_0077_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0077_lamellar_cristae_imgs.tiff
shOPA1,2,46,tubular_cristae_mask,images_shOPA1_cell_002_0046_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0046_tubular_cristae_imgs.tiff
shCtrl,1,1,tubular_cristae_mask,images_shCtrl_cell_001_0001_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0001_tubular_cristae_imgs.tiff
shOPA1,5,26,tubular_cristae_mask,images_shOPA1_cell_005_0026_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0026_tubular_cristae_imgs.tiff
shOPA1,5,28,lamellar_cristae_mask,images_shOPA1_cell_005_0028_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0028_lamellar_cristae_imgs.tiff
shCtrl,4,42,original_EM_image,images_shCtrl_cell_004_0042_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0042_ori_imgs.tiff
shOPA1,5,14,mitochondria_mask,images_shOPA1_cell_005_0014_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0014_mito_imgs.tiff
shOPA1,1,111,tubular_cristae_mask,images_shOPA1_cell_001_0111_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0111_tubular_cristae_imgs.tiff
shCtrl,3,15,tubular_cristae_mask,images_shCtrl_cell_003_0015_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0015_tubular_cristae_imgs.tiff
shOPA1,1,15,lamellar_cristae_mask,images_shOPA1_cell_001_0015_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0015_lamellar_cristae_imgs.tiff
shOPA1,2,91,tubular_cristae_mask,images_shOPA1_cell_002_0091_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0091_tubular_cristae_imgs.tiff
shOPA1,1,110,tubular_cristae_mask,images_shOPA1_cell_001_0110_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0110_tubular_cristae_imgs.tiff
shOPA1,1,73,original_EM_image,images_shOPA1_cell_001_0073_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0073_ori_imgs.tiff
shOPA1,1,139,mitochondria_mask,images_shOPA1_cell_001_0139_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0139_mito_imgs.tiff
shOPA1,1,119,tubular_cristae_mask,images_shOPA1_cell_001_0119_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0119_tubular_cristae_imgs.tiff
shOPA1,1,20,mitochondria_mask,images_shOPA1_cell_001_0020_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0020_mito_imgs.tiff
shCtrl,4,14,mitochondria_mask,images_shCtrl_cell_004_0014_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0014_mito_imgs.tiff
shOPA1,1,116,tubular_cristae_mask,images_shOPA1_cell_001_0116_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0116_tubular_cristae_imgs.tiff
shOPA1,1,138,lamellar_cristae_mask,images_shOPA1_cell_001_0138_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0138_lamellar_cristae_imgs.tiff
shCtrl,5,10,lamellar_cristae_mask,images_shCtrl_cell_005_0010_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_005_0010_lamellar_cristae_imgs.tiff
shOPA1,2,52,mitochondria_mask,images_shOPA1_cell_002_0052_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0052_mito_imgs.tiff
shOPA1,2,12,mitochondria_mask,images_shOPA1_cell_002_0012_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0012_mito_imgs.tiff
shOPA1,2,57,tubular_cristae_mask,images_shOPA1_cell_002_0057_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0057_tubular_cristae_imgs.tiff
shOPA1,2,40,lamellar_cristae_mask,images_shOPA1_cell_002_0040_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0040_lamellar_cristae_imgs.tiff
shOPA1,2,89,original_EM_image,images_shOPA1_cell_002_0089_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0089_ori_imgs.tiff
shOPA1,1,105,lamellar_cristae_mask,images_shOPA1_cell_001_0105_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0105_lamellar_cristae_imgs.tiff
shOPA1,2,56,original_EM_image,images_shOPA1_cell_002_0056_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0056_ori_imgs.tiff
shCtrl,4,42,lamellar_cristae_mask,images_shCtrl_cell_004_0042_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0042_lamellar_cristae_imgs.tiff
shOPA1,2,39,lamellar_cristae_mask,images_shOPA1_cell_002_0039_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0039_lamellar_cristae_imgs.tiff
shOPA1,2,33,tubular_cristae_mask,images_shOPA1_cell_002_0033_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0033_tubular_cristae_imgs.tiff
shOPA1,1,25,lamellar_cristae_mask,images_shOPA1_cell_001_0025_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0025_lamellar_cristae_imgs.tiff
shOPA1,1,52,tubular_cristae_mask,images_shOPA1_cell_001_0052_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0052_tubular_cristae_imgs.tiff
shOPA1,1,119,original_EM_image,images_shOPA1_cell_001_0119_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0119_ori_imgs.tiff
shOPA1,1,41,lamellar_cristae_mask,images_shOPA1_cell_001_0041_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0041_lamellar_cristae_imgs.tiff
shOPA1,1,57,original_EM_image,images_shOPA1_cell_001_0057_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0057_ori_imgs.tiff
shOPA1,1,84,tubular_cristae_mask,images_shOPA1_cell_001_0084_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0084_tubular_cristae_imgs.tiff
shOPA1,1,68,tubular_cristae_mask,images_shOPA1_cell_001_0068_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0068_tubular_cristae_imgs.tiff
shOPA1,2,99,tubular_cristae_mask,images_shOPA1_cell_002_0099_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0099_tubular_cristae_imgs.tiff
shOPA1,5,37,tubular_cristae_mask,images_shOPA1_cell_005_0037_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0037_tubular_cristae_imgs.tiff
shOPA1,1,96,original_EM_image,images_shOPA1_cell_001_0096_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0096_ori_imgs.tiff
shCtrl,4,56,tubular_cristae_mask,images_shCtrl_cell_004_0056_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0056_tubular_cristae_imgs.tiff
shCtrl,4,19,lamellar_cristae_mask,images_shCtrl_cell_004_0019_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0019_lamellar_cristae_imgs.tiff
shOPA1,1,99,lamellar_cristae_mask,images_shOPA1_cell_001_0099_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0099_lamellar_cristae_imgs.tiff
shCtrl,3,8,lamellar_cristae_mask,images_shCtrl_cell_003_0008_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0008_lamellar_cristae_imgs.tiff
shCtrl,1,14,mitochondria_mask,images_shCtrl_cell_001_0014_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0014_mito_imgs.tiff
shCtrl,5,6,tubular_cristae_mask,images_shCtrl_cell_005_0006_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_005_0006_tubular_cristae_imgs.tiff
shOPA1,2,101,original_EM_image,images_shOPA1_cell_002_0101_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0101_ori_imgs.tiff
shCtrl,1,3,lamellar_cristae_mask,images_shCtrl_cell_001_0003_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0003_lamellar_cristae_imgs.tiff
